dept,donation,events,food_spend,guest_amt,venue_cost,equipment_rental,event_date,attendance,sponsorship,marketing_spend,student_spend
EEE,861500.296450535,49,91278.43550888845,12473.368355008117,91545.66624903763,19576.69211055359,2024-07-27,944,273212.96758597414,47522.6339369677,519837.3483219964
IT,988621.0956888811,21,94021.39751118832,7659.761939404454,86814.20806979205,29005.451809570615,2024-04-10,405,109732.40601608438,13800.679119568538,451031.78489878756
Mechanical,87424.93980496054,46,82121.31926864276,36082.68418009684,109716.00529866104,21508.39576285319,2024-08-24,223,86318.2952041096,33875.40695726732,242054.71353644383
CSE,556635.7570528167,44,70683.29578058491,37795.38000154592,128868.44736085004,18067.736351690026,2024-08-06,118,441406.73240806634,41776.66710443853,430119.3382376608
Civil,1532565.1550881632,21,10514.672322471037,7113.784599416291,61988.658812992886,5589.799194519896,2023-01-30,356,222524.61438739632,30210.86587023736,597465.0541503303
IT,317363.92617154814,44,51924.31779008122,46762.328760298165,135571.58471442474,15343.322439508245,2023-12-25,395,211925.86871994418,16475.164362548407,315105.9568481367
IT,1093854.7563325537,11,61404.60687601249,9101.32877501049,40882.36964041159,12481.210481504011,2023-10-15,121,27449.953633692327,16814.76035090001,397510.1785423933
EEE,469643.65043361316,39,37362.72452031997,17865.524019704106,42493.10306765136,23702.64169718723,2023-03-27,979,254008.38826782268,6766.387388194996,346913.38636928383
Medical Electronics,73635.51055559189,4,38629.400221312484,35257.5415759417,54680.36827111011,10206.941878838645,2023-08-22,549,281543.16358939005,18744.990194681675,145432.6474948859
EEE,520342.84231910587,1,96504.34741391486,12644.266748201435,35539.01304112012,10130.502182351796,2023-11-09,651,283832.0267677866,38507.1655551521,326020.95965423126
Medical Electronics,1952953.822074605,28,90253.97786824714,7493.714979900999,49941.49920877408,9737.976080934419,2023-12-31,649,356445.2729682133,7138.299074319967,786127.7584592887
Medical Electronics,1612997.3681718297,24,86426.11049515338,19901.59201238674,33833.5291773698,8140.390328905898,2023-09-26,147,96966.09914559577,14868.28771271738,611062.7102064055
CSE,1921174.4564260151,35,46541.06215354995,39468.72086848306,126827.81420810075,12775.175091772184,2024-11-28,794,133589.33577300323,36780.46243393019,784075.5714220287
EEE,1001315.3856564068,13,11232.869536802309,23615.540554336716,38065.96894526119,27148.052861085627,2023-05-11,686,407257.92796290223,40219.32032702945,481298.06036173186
Mechanical,263985.58742113184,47,17220.002181014268,34383.78148585727,117148.68248278138,24373.211807648873,2023-12-17,820,474113.60225326306,25489.32845278678,344301.2813801941
ECE,1118521.0034987011,34,38097.67313958433,31082.85937526615,26228.802828733387,23381.280407669838,2023-06-29,282,76607.04620998711,36413.3452315392,450175.4663707914
ECE,936035.8023919237,11,11416.86216961093,5999.831691151118,143307.64257680898,24933.420141249066,2024-04-24,534,253848.28170755692,22457.84758947014,437248.47740511585
EEE,1696496.311342251,36,11543.48037236783,49484.2994170568,112450.81137860961,11735.44723323929,2023-06-12,206,114946.36384239755,12196.09602608574,655770.8891985692
EEE,241261.03252927694,17,92494.297147817,6864.263996872449,20883.55131619453,27186.042268812194,2023-04-06,287,39435.8524939414,22916.727208530792,194140.13956760304
CSE,1002070.2171924674,35,73554.26519071487,48551.123194181826,119301.34502602782,8432.58437854011,2024-05-24,875,169496.63568180637,31098.551909141428,541402.2825584096
EEE,342594.8961532693,18,37806.03910613374,29743.888026397915,86830.6496996041,13408.643167889548,2023-12-31,185,80406.93634026425,47662.39768338006,225647.53397612652
Medical Electronics,683118.057435617,40,21938.011984085784,48342.15621792799,121317.47214356557,19668.702974183572,2023-12-19,935,357867.20598278067,8093.792843990479,449298.94393755554
IT,1487846.3009062093,22,56047.21461055694,10163.911973622595,87924.5851557765,7572.627208550016,2024-03-11,942,271525.4526990078,27832.734223023228,648336.2925644071
IT,978235.3522690948,24,10481.154476892802,27068.383363348094,103333.23149259611,23253.25469441062,2023-03-24,555,80478.89078525233,19801.3900194826,442085.3516159327
Medical Electronics,782982.1560342502,19,94457.23694723296,12627.684133972638,122223.11520135526,14681.151205086875,2023-08-13,236,14528.37831870204,27874.026242451255,395804.7101045017
AI&DS,819228.7432115688,37,47333.36074500525,7293.869466009908,72664.04709642137,24610.14164021,2024-02-16,957,405996.9540218642,6078.895131943926,478543.67092239624
Medical Electronics,945921.198391674,39,46210.14597135995,32788.81017780402,20352.05947665877,17322.40713961507,2023-04-28,997,96335.25902048129,19086.14096157116,441041.5611895129
Mechanical,1580782.260482261,21,45153.4246823604,14350.253943276115,130493.04447287449,9521.863110633409,2024-04-26,435,307046.15468817536,41894.06663871522,689450.8040399288
Cybersecurity,1789565.143433457,8,16239.549734898828,31446.365822939566,69515.74714120614,23369.04528388361,2023-07-11,706,175091.73740760534,29927.37802345869,685846.685229538
Civil,1912902.6386826602,28,67449.0015812644,10056.401687704354,84485.5543821558,11303.598895973588,2024-08-13,937,296888.1097743674,25276.212176725283,786813.1981769998
Medical Electronics,1584461.6031978254,5,75970.3257665518,19939.391214471623,21009.663480015934,17270.25753170107,2024-08-12,856,164670.27722133877,17848.628227190282,607276.847560103
EEE,665043.4467086248,17,70851.28578294613,40173.46511239612,83971.96134551274,6888.331728922691,2024-10-20,568,52600.38473920454,18411.913525611017,340869.3586872502
EEE,1391862.6768687572,37,22459.194399645487,24667.318482898445,148243.36220432486,20446.66636030092,2023-04-17,701,119245.50419329926,22239.5645115763,621326.2299947798
CSE,903326.0919080143,36,62095.61512320333,33248.54367038014,56174.79590644005,21646.44415540693,2024-01-17,670,102148.69757474704,42600.68194840522,460354.1475537624
Medical Electronics,546607.7129897998,19,61253.60357550284,34135.60733354957,71404.37513150915,14466.85524931959,2024-01-25,502,219729.48269542548,48524.59430637208,335522.96277436614
CSE,1689699.579880549,27,88156.97091472438,42968.97697942821,109334.69954092796,28860.569508026845,2023-09-01,639,332559.0538788171,24739.492160766855,738128.1881833393
Medical Electronics,124931.38047653374,34,44121.48925380823,19621.52574829886,125923.17677807563,26854.22303705171,2024-08-07,171,139264.9767237152,22700.877743649282,216390.27425523236
Civil,1808435.884664076,11,43433.73492934908,35928.300316213295,74260.91112079304,22698.522893499867,2024-04-12,881,15914.268297302795,43094.784911893825,676371.1013113363
Cybersecurity,949881.0560182316,45,65667.43528463671,48272.711317077454,60256.95315216803,22841.301862343567,2024-06-21,123,264279.3084897309,24210.73942863366,479611.93317945657
IT,1292542.8797761467,47,66976.53881495618,37860.95004610406,141917.3539980587,11310.04287355378,2023-07-29,723,306822.1497858963,29840.817753304305,642257.4044913007
ECE,1335740.1483012764,12,52235.67045932113,27044.171452298502,108028.845667317,21420.380777211223,2024-08-26,911,481806.54206088674,15392.3749069435,659664.3116214592
Medical Electronics,1795479.5943777459,21,49875.3426097379,33382.285002136814,35472.76958410834,9955.156630887992,2024-09-28,584,298840.693515691,38457.614110058385,708926.3592083185
Cybersecurity,1291505.8802260542,11,54473.29035740944,38285.73039933987,28960.62415750432,8600.080597995553,2023-03-14,155,240874.5540952895,28939.474322185182,529338.092450998
IT,1247170.4902821204,39,87494.07695529806,32552.40945622426,82861.48060274798,29986.697355064505,2024-09-26,322,290966.7966898749,41406.55476081537,602394.4921601347
AI&DS,179971.4790933454,28,51505.0211128519,5750.411607042762,48611.70858614542,20559.398286829353,2023-11-05,731,464671.30863239325,40132.972851290135,286579.2362208117
Civil,1060895.6427931478,5,94593.86127728403,13764.807395925163,53018.017938912955,15774.696816429763,2024-11-26,278,415905.29134480667,14675.214572151286,483973.7809177884
CSE,342829.5515932312,17,55360.338723669345,41471.06977469597,134099.9832476203,12204.113072098782,2024-11-29,899,168259.57934826592,37203.59977509931,288299.05824056664
CSE,1487995.8490068968,20,95428.06238628023,17269.27912906181,31643.583161120387,20098.011091555687,2024-12-10,533,126254.63819199726,41002.448357811714,606449.9707275685
EEE,1048832.7455847152,41,84954.87116821682,37920.295380251024,112997.33497975566,6239.837705502153,2024-08-12,549,138690.4700593761,20574.82583520778,520726.7712027713
IT,1376444.169456289,46,42618.81903542462,21745.409685876442,55248.49293947645,7367.024762619876,2023-07-05,892,257166.3094604544,12767.410080602354,600066.2355513657
AI&DS,131262.1561746493,12,87727.72791669544,28484.794767107443,118842.6687825379,5821.4174435099085,2023-09-10,983,374584.23110200313,5118.447001081468,265962.09812641004
Cybersecurity,215344.43128931627,6,19905.69557810037,8058.798491873166,113913.47998026079,17479.245831566543,2023-01-13,591,256577.41151965142,25290.66438919167,232102.6434125814
Civil,1446830.6067222303,17,93254.24578087131,13155.150247236928,20960.947187758095,20015.165729679564,2023-10-26,288,43220.23395577517,20859.47291924787,553798.5916059094
IT,190564.45519741307,19,66847.91635746026,48073.863358365554,86187.60367980789,6561.994033945522,2023-03-17,677,364554.54321559065,29970.942522143403,276020.6763920446
AI&DS,188950.61914225426,26,14895.167367008005,45056.21240511113,38111.53270914603,23030.611687472912,2023-02-20,909,404925.3630487674,13461.84916649536,262265.8229019647
ECE,73611.52670803052,48,67983.10512857305,34352.37999045726,132609.51397522798,10759.87678786411,2023-05-29,519,151853.95390866263,43684.949644991386,233638.49784826432
Medical Electronics,1915177.7266839861,44,97682.28887302805,25684.006882358182,133306.16477211285,22130.03634424665,2023-05-02,348,335421.6122488417,16598.984703264934,821717.2062608317
CSE,1488141.3009450636,44,16282.058915316604,35409.25818028507,74384.95497418856,29547.428500881142,2023-07-30,687,219030.03151665276,15189.33222894425,646512.9303928135
Cybersecurity,738840.246579025,32,59921.89388020777,32837.46300922726,77771.43039864047,22277.646751346278,2023-10-07,748,445668.484306447,26632.132541796018,468505.3641321025
CSE,628244.3835109277,6,77301.49147834352,30584.851502207544,59426.78212258853,27079.826323090212,2024-06-21,263,424160.5234987625,27448.296068492342,384105.0697187227
Cybersecurity,731921.2980044066,36,82923.27280295781,7662.968233859382,113158.81886480404,28704.962668576685,2024-11-15,844,267461.6791717247,14678.835295329178,478536.85513775435
EEE,1560574.3858033046,38,47244.47187887163,33476.11747976781,66625.97719343968,17168.77620880789,2023-06-05,354,348837.7174486613,17233.73270266621,650381.7870989767
Cybersecurity,1339672.691587308,11,28374.99032514187,39601.40200570258,54813.02168794239,22558.12448549267,2023-08-26,575,442841.35350083094,12636.735761986023,595303.1713083088
CSE,411131.35734156246,33,13810.805089514546,49733.6744590509,76190.03773558607,26299.231338896043,2024-01-11,905,252901.334938355,37330.7080245425,342692.81293296267
Cybersecurity,389513.20390146447,24,62175.35413875023,5498.534866743936,31893.377390369635,13915.222821859654,2023-03-23,516,163492.86283952277,39654.006406433684,265050.25952200487
ECE,241871.51694112478,23,50761.99632408497,37857.80539898045,117058.4166037465,11534.932914009873,2024-05-06,269,379296.40757569484,25804.782385667717,289605.84141639876
EEE,1337590.3034176093,15,95386.99556347399,30730.519217119123,21637.532165332304,28664.964319458468,2023-12-22,416,117832.46484449897,37133.91602082578,540484.4508196177
Cybersecurity,1540526.6913323852,27,15454.44169434188,24532.34792364305,103783.05799767721,23157.587509220448,2023-09-30,273,200380.2625229606,38117.09263718505,616169.4721509631
IT,566840.5352337579,11,71685.58091014052,10740.657855711688,43772.38847813341,10492.053334395658,2024-08-02,569,434206.3461823289,11222.398745501387,364451.7867576049
Mechanical,90842.67401027998,17,12246.959990805146,23408.83168856943,50212.526007873705,16227.084816902836,2023-02-13,444,364966.94673196436,48478.01111755415,207429.24602069665
AI&DS,210234.75157903333,14,25429.075903948848,20946.973234376088,102632.15982320519,24911.294238445236,2024-07-26,544,207867.39257127463,41946.4376193394,243456.67272136238
Mechanical,1937327.0679478094,27,50822.10999305507,18627.345004043396,149082.65055177792,18676.574772961052,2023-05-03,117,115224.80618009513,14201.755753812058,754262.8020165984
Mechanical,626117.3160809695,18,50938.51985225814,37889.58304949934,121103.27357943158,21248.802454147226,2023-12-15,169,184424.5115077959,13377.426608573162,345047.4715486305
Civil,1549985.1382843605,28,71713.04886402795,36532.648457791875,49359.15218904096,23844.205051126308,2024-12-08,437,149211.03312144216,10654.751551081223,632011.2179513896
ECE,1268093.9592658144,47,91919.1731380981,31505.90409414102,42883.21815534739,20550.229720224517,2023-11-26,727,96283.75109248843,11227.035314386329,560804.5307870273
IT,794782.297323147,47,67512.89430234287,47239.91659820175,132610.27313479714,18501.98304805489,2024-02-13,691,374233.1276471718,38667.280956291324,524985.002959554
Medical Electronics,451090.1612813325,4,95818.1588066358,20743.44728813845,77743.91322979555,23740.357109694338,2023-11-19,626,133514.24455658405,26134.44156282306,302749.44734142197
Cybersecurity,286703.51541084255,7,89345.40758901979,15971.08719695808,37816.86436766021,23189.075885805018,2023-04-21,787,232542.06038220428,40232.037773294025,273392.65440386697
AI&DS,1249275.28767579,45,62604.98159777112,34515.649089427985,132087.48503185197,20746.81000457947,2023-03-30,555,199071.12894969343,38581.47024575924,608137.2835866614
EEE,1560535.8722436866,35,85041.27558269446,13946.632742183132,126092.00587885399,13994.73533454824,2024-03-08,368,491217.9155314591,32207.572107734974,719806.2680269772
IT,1305613.2944052047,48,67831.98492912707,19175.47282325411,147907.82730663125,15145.30230500679,2024-12-10,730,201635.19963262806,35886.49729604058,624670.8669508686
CSE,1084089.1598358587,9,17070.204783135443,15107.109803369818,138266.6792726489,29260.963722102435,2024-12-12,910,49191.41657040985,5826.007597061381,469144.9346394774
Medical Electronics,131804.88569169072,8,76650.82509335589,8111.910547332555,130732.74402587042,7809.648307288146,2023-04-09,287,54014.61876032117,19029.99410622599,159920.38247495185
Civil,1938553.1163090484,45,18541.75971406116,42237.4433736053,26834.67171543041,11712.622931320882,2024-06-22,668,299469.32346300175,33701.99806667346,776988.9337479693
Civil,1607492.6737264204,17,63467.45025127412,16454.324431474754,33573.99803475534,17310.043980108392,2024-08-23,810,303688.14035175013,5420.5229068809895,665558.4537244646
IT,621002.9715668813,17,73237.61852724059,26286.23765043593,93967.81525953597,25918.242153594645,2023-05-26,628,215191.90533650093,6483.962465716703,371491.6148426011
Mechanical,1960942.1422497588,49,15987.484738976971,6949.187296444037,89092.3020166367,9091.891593243196,2024-11-24,533,221603.40923289454,43334.95921116725,766457.5321129159
CSE,1223669.099790828,33,30771.518853387857,36470.27598136894,79535.21788363962,11923.865453115246,2023-09-14,387,36426.96559202689,35781.11877614323,516499.13324476866
Civil,1185724.1835041307,32,92410.50090354848,19875.245103783087,71582.61230389595,6644.955444880974,2023-07-08,666,263107.7900907385,16941.63799041548,583288.5694893318
AI&DS,1508742.6998875877,8,65468.30430096067,38513.15275231445,76057.36303236276,22649.63165127046,2023-08-28,598,257322.34293637233,35958.327805341905,639091.8281399509
Civil,1632951.0867757683,19,32165.741692947842,23558.137721053976,94008.73143752338,10955.235886890403,2024-05-17,540,83279.16609290281,40660.55011126685,639661.349823218
EEE,1330133.2842964302,38,72161.1794033206,13809.002288253108,20269.947288010557,14716.868766773761,2024-12-08,880,60881.29919435451,18805.742739954556,556001.932750285
Cybersecurity,299786.7054140901,3,63709.877796552064,28092.878702691614,53892.140637270786,16092.536175741696,2024-11-07,402,70550.52039375034,6621.681987463435,199618.78033314197
Civil,709621.6366892719,5,55141.812992615356,10872.70518368479,87376.36368953245,27282.84839016139,2023-09-28,186,59503.84078071667,46975.06061094805,334260.0494280409
EEE,1859763.098635797,13,97856.82774892754,24824.26219428476,113888.09282757402,15283.25725828092,2024-06-03,929,308757.0158130123,20533.092723303373,793084.7173383898
IT,488000.44309551123,47,71510.83996667579,19278.746483921896,42640.37001140152,8630.625497881227,2024-07-03,537,106276.49967743013,9791.679347811787,314714.9534770662
IT,775725.6964831509,46,43789.69987011214,46038.18128898349,91094.55259236628,18107.873458503025,2023-04-24,640,133200.7745718571,27133.55921269163,447353.5543519771
Medical Electronics,892549.9217411822,31,82006.60888691813,7741.792477432398,112879.75890515163,29073.949866215742,2023-12-05,121,95050.35063420548,39581.05080488602,426040.6111684923
Civil,906839.7299041818,16,89612.4963629069,36230.783634758394,77801.59552880761,20192.141026270278,2024-07-21,932,479339.2991797665,14974.129157790161,526199.4039698825
AI&DS,1245232.1858643247,32,21269.850356514828,13223.802469434615,23520.547377106635,29584.680511514314,2023-12-25,896,428762.5569443994,17127.05225600135,564444.3972002984
Civil,1888997.8836021798,22,28049.768006073984,19357.02834495079,78404.86060053277,26027.682723471753,2024-10-11,659,122942.47030224523,15922.174405936243,727185.7340591137
AI&DS,519350.78807338467,29,29460.430821500173,23698.132837792968,58537.835406739905,5899.14390533532,2024-09-05,616,170507.48402184175,49625.28737742552,313296.7165345027
ECE,286927.68378679024,22,72209.06284478863,45860.67902187384,140854.44900117267,21459.989884426046,2023-11-30,861,112847.49272944861,13883.168017874414,274263.82354557206
Medical Electronics,435067.45522687776,43,64273.5599547955,15916.021973322131,36199.740138182555,12169.171938947093,2024-11-19,774,251019.22013580363,30898.409763475578,337705.78747446684
ECE,1779503.5554080755,3,65709.24082287293,9108.89611451016,104821.87421594017,18990.421391118096,2023-06-18,602,19609.16091238426,46636.90887456339,693936.7401276623
Civil,1309331.0846776518,10,94669.5969720551,19341.03217957356,26853.56962348515,11983.629773280663,2023-12-05,813,338970.3243594299,11610.345599500066,589224.0634638597
Medical Electronics,607518.2390163622,42,79832.03795265754,9710.418674099,78002.15691565054,13721.76041513226,2023-09-18,566,266347.4934106444,48688.43890404651,409392.6622138285
ECE,1641096.5309888036,21,21514.323206060486,10786.841868224863,92017.33333861048,28079.217793854485,2023-07-18,200,450333.0748675406,47636.47554780311,699450.4499220864
Mechanical,1729671.4929087004,16,41275.63741826629,30823.2769088762,58734.14107119251,10166.079622292633,2023-07-30,682,90552.41532092293,44805.739417621815,677009.1616799342
Civil,1700702.9604460422,12,49185.428155816204,7740.5869894771995,79159.83261764998,26852.727950645763,2023-10-14,774,404013.5305699545,14655.043459850101,706159.7061856444
ECE,1841906.7405971312,2,45636.54298728444,6391.889662710471,41261.99328892436,5761.44520176242,2024-11-22,784,398060.8970886907,33532.47752049425,731361.8496185442
Mechanical,541869.989338055,41,70237.77482456912,37148.634566172404,59536.1004308447,7271.913459241209,2024-04-16,240,72318.7827162746,39240.116283255804,313662.5385368333
Mechanical,1522331.7610552427,24,90270.37929309063,21274.119267847003,100743.8222383264,26366.87603460659,2024-04-26,237,205294.0198306225,49371.25676883934,644212.9128000272
IT,948052.019684573,35,37544.63171705092,10641.890715524298,59234.007261950166,20763.90077272988,2023-01-23,677,93374.79416081328,13119.07199366167,426039.81527842674
Civil,1691897.17813562,30,59668.94227790671,16412.574688686873,136966.6001931533,23680.903450988757,2024-07-13,809,134813.04522419896,39471.16547836834,730802.453373783
Mechanical,1470556.8204651456,30,81046.8479722227,33893.892830857956,101692.90449332866,10235.441770546357,2023-04-19,939,138990.62566696672,20246.052646720083,652754.2159610026
IT,1564072.5206744631,47,47459.62529608144,17399.1455213383,77024.37239667798,18427.086389752585,2023-10-23,327,282555.83307262865,12903.190950560103,665525.1399211321
ECE,1329515.5834780894,35,25130.631555936627,27253.450630418356,25038.401622043722,23430.48058928262,2023-01-06,380,211591.3565626281,23961.962354623472,543679.1943794517
EEE,395986.1004659284,19,52745.586873737346,10476.288802700252,84941.28357660727,20682.853425256562,2024-07-03,783,474389.0739630896,40722.61604668773,366067.61143865477
Civil,1112802.4918490297,8,14970.026866872562,31464.213692245114,119420.9114762616,16792.469172280238,2024-11-11,927,71921.36955403251,25918.241166682346,474112.2001394496
Medical Electronics,1970105.992072791,26,94814.51086020491,19223.49577294688,54522.487741613775,28994.59466094287,2023-07-22,530,487109.1460765974,29188.539509137183,834212.1258120732
AI&DS,1877906.7296693819,49,16733.908467547575,33213.57955379224,124880.56405433976,21903.933336336133,2023-11-21,139,123012.93370498934,49782.173459005455,742268.810508171
AI&DS,134188.78480417276,40,49461.104372552036,41377.76970368103,52734.879586614596,27693.770006030947,2023-09-01,618,388708.228827108,22959.918480084172,265561.5879990018
ECE,371388.8906724024,7,57689.313497967356,32524.08887254966,127087.03043360406,23244.262789342032,2023-11-23,785,176095.26382468248,32693.033961915793,305591.68103057164
ECE,306871.10823639575,30,98677.34490585569,18308.640316775927,31084.88440951806,23386.58821494208,2023-02-16,762,80109.88375448382,21435.989072691733,257968.2816825705
Mechanical,1465660.8244713263,7,24941.96412785747,16508.466569673517,132603.88215297385,7000.456743941983,2024-08-13,310,430365.70077065757,22675.35408479172,626749.1957888574
Civil,1644681.3932210428,3,20298.83667511227,19733.943143005163,84894.23862133296,13986.615546348588,2024-09-13,401,161341.84062586696,36303.833905043364,650702.3029530457
AI&DS,466347.16430581023,1,10783.553235628922,12407.923095642718,58549.88665063406,26459.23516799146,2023-01-13,185,332839.1480711527,47204.91392426976,288623.3950450265
AI&DS,1036412.7512560665,36,24001.429318237206,13152.733288250904,54464.72255396934,10815.096553718899,2024-01-15,496,287557.40569244704,29406.152772154463,487731.53696538496
Mechanical,1689370.90462184,25,28654.568116090086,40581.09958550755,76161.37266094715,7887.6466539116545,2023-12-31,352,241160.5916015284,39577.996802695096,670374.6501618401
AI&DS,1478963.0122941886,37,66752.28474247831,22312.965942835024,149876.43475347385,13152.651415969836,2024-08-24,632,252951.54159778415,9014.295146763372,664609.2761977429
Medical Electronics,1107362.5507091042,1,29773.611135226034,24619.783125676364,48642.56114688574,10510.947122315349,2023-12-08,868,368796.5779052209,14502.111684436713,498732.20148692146
Civil,1201177.9963946072,15,11846.87332563927,31732.2259505065,33418.164354269946,28132.204869828878,2023-08-09,990,53008.72792048588,27595.92384137896,486258.20391461323
Cybersecurity,1041303.066486746,37,84395.65109522398,31534.407281819644,96054.57193342605,26699.166050053278,2023-03-14,480,337408.52435937355,5900.527563294865,519954.8187512774
AI&DS,630219.4800717001,13,42903.61309035701,8031.959218486658,83510.52063723342,17492.080757072603,2024-09-16,543,448947.92968530353,16378.474044315146,373210.8018978724
ECE,1151792.8860750813,40,41832.70179226606,42419.33538519495,88145.51523822996,6533.5968620967005,2023-02-15,132,38316.21653973343,28283.058042123477,474192.31738923624
